item_id,meeting_id,item_number,item_type,application_id,applicant_name,project_title,district,address_raw,summary,outcome,motion_text,vote_result,created_at
160,26,5,Contract Approval,2019-36,Coastal Engineering Consultants,Estero River Sediment Analysis EC 2019-36 Change Order #2,,,"Estero River Sediment Analysis EC 2019-36 Change Order #2. Action: Approved Change Order No. 2 to Contract No. 2019-36 with Coastal Engineering Consultants, Inc. for additional services needed to respond to additional FDEP permit questions and prepare an emergency dredging application and authorize the Village Manager to sign Change Order No. 2 on behalf of the Village of Estero Council","Approved Change Order No. 2 to Contract No. 2019-36 with Coastal Engineering Consultants, Inc. for additional services needed to respond to additional FDEP permit questions and prepare an emergency dredging application and authorize the Village Manager to sign Change Order No. 2 on behalf of the Village of Estero Council",,Detected,
161,27,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
162,27,2,Consent Agenda,,,"February 7, 2024 Council Meeting Minutes",,,"February 7, 2024 Council Meeting Minutes. Action: Approved consent agenda",Approved consent agenda,,Detected,
163,27,3,Contract Approval,,GL Homes,Corkscrew Road-River Creek Sidewalk Agreement,,,"Corkscrew Road-River Creek Sidewalk Agreement. Action: Approved a perpetual sidewalk easement agreement with GL Homes to obtain an easement for the path along the River Creek Community and pay GL Homes $104,994.23 after they build the path using asphalt as the material, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the sidewalk easement agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero Council","Approved a perpetual sidewalk easement agreement with GL Homes to obtain an easement for the path along the River Creek Community and pay GL Homes $104,994.23 after they build the path using asphalt as the material, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the sidewalk easement agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero Council",,Detected,
164,27,4,Ordinance,2024-03,,"First Reading of Ordinance No. 2024-03 regarding code enforcement procedures. An Ordinance of the Village Council of the Village of Estero, Florida, Amending Article II of Chapter 1 of the Village Code Regarding Code Enforcement; Making Related Findings; ",,,"First Reading of Ordinance No. 2024-03 regarding code enforcement procedures. An Ordinance of the Village Council of the Village of Estero, Florida, Amending Article II of Chapter 1 of the Village Code Regarding Code Enforcement; Making Related Findings; . Action: Passed first reading of Ordinance No. 2024-03 and set second reading for March 6, 2024","Passed first reading of Ordinance No. 2024-03 and set second reading for March 6, 2024",,Detected,
165,28,1,Discussion,,,APPROVAL OF AGENDA,,,APPROVAL OF AGENDA. Action: Approved the agenda as revised; comments from the public on non- agenda items will be heard prior to the workshop discussion,Approved the agenda as revised; comments from the public on non- agenda items will be heard prior to the workshop discussion,,Detected,
166,29,1,Vote,,,APPROVAL OF AGENDA,,,APPROVAL OF AGENDA. Action: Approved the agenda with the removal of agenda item 6(A),Approved the agenda with the removal of agenda item 6(A),,Detected,
167,29,2,Vote,2016-01,,Notice of Competitive Negotiation CN 2016-01 - Miscellaneous Professional Services,,,Notice of Competitive Negotiation CN 2016-01 - Miscellaneous Professional Services. Action: Approved the Notice of Competitive Negotiation,Approved the Notice of Competitive Negotiation,,Detected,
168,29,3,Ordinance,2016-02,,"Case No. DCI2015-00016 Estero WAS First Reading: Ordinance No. 2016-02 A Zoning Ordinance of the Village Council of the Village of Estero, Florida; Rezoning 1.36 Acres Located at 21700 S. Tamiami Trail, from Mixed Planned Development to Commercial Planned",,,"Case No. DCI2015-00016 Estero WAS First Reading: Ordinance No. 2016-02 A Zoning Ordinance of the Village Council of the Village of Estero, Florida; Rezoning 1.36 Acres Located at 21700 S. Tamiami Trail, from Mixed Planned Development to Commercial Planned. Action: Approved first reading of Ordinance No. 2016-02",Approved first reading of Ordinance No. 2016-02,,Detected,
169,29,4,Vote,,,Authorized the Mayor to sign the letter,,,Authorized the Mayor to sign the letter,Authorized the Mayor to sign the letter,,Detected,
170,29,5,Vote,,,APPROVAL OF AGENDA,,,APPROVAL OF AGENDA. Action: Approved the agenda,Approved the agenda,,Detected,
171,30,1,Vote,,,Also present,,,Also present. Action: Approved motion to excuse Councilmember Wilson's absence,Approved motion to excuse Councilmember Wilson's absence,,Detected,
172,30,2,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
173,30,3,Resolution,2021-02,,Resolution No. 2021-02 Corkscrew Intersection Improvement Assessment Resolution No. 2021-02 a Resolution of the Village of Estero Electing to use the Uniform Method of Collecting Non-Ad Valorem Special Assessments Levied Within the Village; Stating a Need,,,Resolution No. 2021-02 Corkscrew Intersection Improvement Assessment Resolution No. 2021-02 a Resolution of the Village of Estero Electing to use the Uniform Method of Collecting Non-Ad Valorem Special Assessments Levied Within the Village; Stating a Need. Action: Approved Resolution No. 2021-02 and authorize the Village to modify the Resolution if needed,Approved Resolution No. 2021-02 and authorize the Village to modify the Resolution if needed,,Detected,
174,30,4,Vote,,,"Planning, Zoning, and Design Board Member Interviews Interviews Terry Santora Donald Radcliff Howard Levitan",,,"Planning, Zoning, and Design Board Member Interviews Interviews Terry Santora Donald Radcliff Howard Levitan. Action: Approved motion to conclude interviews, and schedule the item at the March 3rd meeting, where a final decision will be made","Approved motion to conclude interviews, and schedule the item at the March 3rd meeting, where a final decision will be made",,Detected,
175,31,1,Administrative,,,"APPROVED BY COUNCIL MARCH 15, 2017 FINAL ACTION AGENDA/MINUTES Village of Estero and City ",6,"21500 Three Oaks Parkway, Estero, FL","APPROVED BY COUNCIL MARCH 15, 2017 FINAL ACTION AGENDA/MINUTES Village of Estero and City of Bonita Springs Joint Workshop Estero Fire Rescue 21500 Three Oaks Parkway Estero, FL 33928 February 28, 2017 10:00 a.m. 1. CALL TO ORDER AND WELCOME: 10:00 a.m. - Mayors Batos and Simmons 2. PLEDGE OF ALLEGIANCE: Led by Mayor Simmons. 3. ROLL CALL: Present - Village ofEstero: Mayor Nick Batos - District 6, Vice Mayor Howard Levitan - District 2, Councilmember Bill Ribble - District 1, Councilmember Donald Brown - District 3, Councilmember Katy Errington - District 4, and Councilmember Jim Wilson - District 7. Absent: Councilmember Jim Boesch - District 5 (excused absence). Present - City of Bonita Springs: Mayor Peter Simmons, Deputy Mayor Peter O'Flinn - District 4, Council Member Amy Quaremba - District 1, Council Member Greg DeWitt - District 2, Council Member Steven Slachta - District 3, Council Member Michael Gibson - District 5, and Council Member Fred Forbes, AIA - District 6. Also present - Village ofEstero: Village Manager Steve Sarkozy, Assistant Village Attorney Derek Rooney, and Village Clerk Kathy Hall. City of Bonita Springs: City Manager Carl Schwing and City Attorney Audrey Vance. 4. INTRODUCTION OF COUNCIL MEMBERS 5","APPROVED BY COUNCIL MARCH 15, 2017 FINAL ACTION AGENDA/MINUTES Village of Estero and City of Bonita Springs Joint Workshop Estero Fire Rescue 21500 Three Oaks Parkway Estero, FL 33928 February 28, 2017 10:00 a.m. 1. CALL TO ORDER AND WELCOME: 10:00 a.m. - Mayors Batos and Simmons 2. PLEDGE OF ALLEGIANCE: Led by Mayor Simmons. 3. ROLL CALL: Present - Village ofEstero: Mayor Nick Batos - District 6, Vice Mayor Howard Levitan - District 2, Councilmember Bill Ribble - District 1, Councilmember Donald Brown - District 3, Councilmember Katy Errington - District 4, and Councilmember Jim Wilson - District 7. Absent: Councilmember Jim Boesch - District 5 (excused absence). Present - City of Bonita Springs: Mayor Peter Simmons, Deputy Mayor Peter O'Flinn - District 4, Council Member Amy Quaremba - District 1, Council Member Greg DeWitt - District 2, Council Member Steven Slachta - District 3, Council Member Michael Gibson - District 5, and Council Member Fred Forbes, AIA - District 6. Also present - Village ofEstero: Village Manager Steve Sarkozy, Assistant Village Attorney Derek Rooney, and Village Clerk Kathy Hall. City of Bonita Springs: City Manager Carl Schwing and City Attorney Audrey Vance. 4. INTRODUCTION OF COUNCIL MEMBERS 5",,Detected,
176,31,2,Presentation,onomic,,"passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask ",,,"passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask legislators to allocate funding from 2014 Constitutional Amendment One; recommendations from the Florida Greenways and Trails Foundation on how the 10% should be committed were provided, as well as economic, tourism, and safety goals of paved trails for Florida. 8. COUNCIL QUESTIONS: Discussion followed regarding safety record to date; experience with local cities; average cost for one mile of trail; how to make intersections safe; minimum building standards and safety features; steps to get going; maintenance and replacement costs; availability of grant funds; asphalt vs. concrete; purchasing railroad right-of-way; references for all of the great ideas in archives, rails with trails, and engineering resources; and shading of trails. 9. PRESENTATION ON SUNTRAIL FROM LEE COUNTY MPO PERSPECTIVE - DON SCOTT, EXECUTIVE DIRECTOR, LEE COUNTY METROPOLITAN PLANNING ORGANIZATION: Mr. Scott addressed and provided information regarding the following maps: Lee County Corridors from 2015 Office of Green ways Land Trail Opportunity; Southwest Coastal Regional Trail; Land Trail Opportunity; Priority Trail; Area Attractions map; The Coastal Loop - addition to the Southwest Coastal Regional Trail; Trail along Seminole Gulf Railroad Right-of-Way- in Estero and Bonita Springs, the SW Coastal Regional Trail is proposed along the Seminole Gulf Railroad right-of-way from Alico Road to Riverside Park; and Lee County MPO Rail Feasibility Study map. Mr. Scott spoke to the development of the SUNTrail Network/Southwest Coast Connector Priorities; SUNTrail Network Timeline; SUNTrail Project Applications; the Kismet Parkway Multi-Use Trail Project; and the John Yarbrough Trail Extension. 10. COUNCIL QUESTIONS: Discussion followed regarding timeline and the possibility of updating the maps in the near future; materials preference; resurfacing maintenance; there were no matching Joint Workshop: Village Council and Bonita Springs City Council Final Action Agenda/Minutes - February 28, 2017 Page 3 of4 funds; MPO railroad right-of-way study; and the interest shown by the Seminole Gulf Railway representatives. 11","passed overwhelmingly on November 4, 2014 by Florida voters; Ten Percent for Trails - ask legislators to allocate funding from 2014 Constitutional Amendment One; recommendations from the Florida Greenways and Trails Foundation on how the 10% should be committed were provided, as well as economic, tourism, and safety goals of paved trails for Florida. 8. COUNCIL QUESTIONS: Discussion followed regarding safety record to date; experience with local cities; average cost for one mile of trail; how to make intersections safe; minimum building standards and safety features; steps to get going; maintenance and replacement costs; availability of grant funds; asphalt vs. concrete; purchasing railroad right-of-way; references for all of the great ideas in archives, rails with trails, and engineering resources; and shading of trails. 9. PRESENTATION ON SUNTRAIL FROM LEE COUNTY MPO PERSPECTIVE - DON SCOTT, EXECUTIVE DIRECTOR, LEE COUNTY METROPOLITAN PLANNING ORGANIZATION: Mr. Scott addressed and provided information regarding the following maps: Lee County Corridors from 2015 Office of Green ways Land Trail Opportunity; Southwest Coastal Regional Trail; Land Trail Opportunity; Priority Trail; Area Attractions map; The Coastal Loop - addition to the Southwest Coastal Regional Trail; Trail along Seminole Gulf Railroad Right-of-Way- in Estero and Bonita Springs, the SW Coastal Regional Trail is proposed along the Seminole Gulf Railroad right-of-way from Alico Road to Riverside Park; and Lee County MPO Rail Feasibility Study map. Mr. Scott spoke to the development of the SUNTrail Network/Southwest Coast Connector Priorities; SUNTrail Network Timeline; SUNTrail Project Applications; the Kismet Parkway Multi-Use Trail Project; and the John Yarbrough Trail Extension. 10. COUNCIL QUESTIONS: Discussion followed regarding timeline and the possibility of updating the maps in the near future; materials preference; resurfacing maintenance; there were no matching Joint Workshop: Village Council and Bonita Springs City Council Final Action Agenda/Minutes - February 28, 2017 Page 3 of4 funds; MPO railroad right-of-way study; and the interest shown by the Seminole Gulf Railway representatives. 11",,Detected,
